,pm10,pm25,so2,co,o3,no2,categori
492,0.2621951219512195,0.4285714285714286,0.24999999999999994,0.3902439024390244,0.04195804195804195,0.5645161290322581,1
493,0.20731707317073172,0.3229813664596273,0.21250000000000002,0.3414634146341463,0.06993006993006995,0.5645161290322581,1
494,0.23780487804878048,0.35403726708074534,0.22500000000000003,0.5853658536585367,0.07692307692307693,0.6774193548387097,1
495,0.22560975609756095,0.3478260869565218,0.22500000000000003,0.24390243902439027,0.07692307692307693,0.4032258064516129,1
496,0.15853658536585366,0.2732919254658385,0.2,0.17073170731707318,0.1258741258741259,0.2903225806451613,1
497,0.1951219512195122,0.3478260869565218,0.21250000000000002,0.19512195121951223,0.11888111888111891,0.2903225806451613,1
498,0.27439024390243905,0.4658385093167702,0.275,0.24390243902439027,0.11888111888111891,0.33870967741935487,1
499,0.2682926829268293,0.40993788819875776,0.2375,0.19512195121951223,0.11888111888111891,0.2903225806451613,1
500,0.3353658536585366,0.6024844720496896,0.275,0.29268292682926833,0.1118881118881119,0.27419354838709675,0
501,0.22560975609756095,0.36645962732919257,0.275,0.14634146341463414,0.11888111888111891,0.1774193548387097,1
502,0.2195121951219512,0.3354037267080746,0.30000000000000004,0.21951219512195122,0.08391608391608393,0.2580645161290323,1
503,0.2195121951219512,0.3229813664596273,0.26250000000000007,0.14634146341463414,0.08391608391608393,0.2096774193548387,1
504,0.1951219512195122,0.3229813664596273,0.24999999999999994,0.21951219512195122,0.1118881118881119,0.33870967741935487,1
505,0.1524390243902439,0.25465838509316774,0.275,0.19512195121951223,0.1048951048951049,0.370967741935484,1
506,0.22560975609756095,0.3478260869565218,0.26250000000000007,0.36585365853658536,0.07692307692307693,0.5322580645161291,1
507,0.25609756097560976,0.40993788819875776,0.275,0.24390243902439027,0.1048951048951049,0.3870967741935485,1
508,0.22560975609756095,0.39130434782608703,0.275,0.3170731707317074,0.09790209790209789,0.5,1
509,0.25,0.40993788819875776,0.24999999999999994,0.3414634146341463,0.13986013986013984,0.5322580645161291,1
